uniqueID,name,gender,birthDate,member,partyAbbrev,partyName,partySimplifiedName,year_elected
James1914,"James, Bert",male,1914-09-22,1,ALP,Australian Labor Party,Labor,1960
Jarman1923,"Jarman, Alan",male,1923-07-22,1,LIB,Liberal Party of Australia,Liberals,1966
Jeanes1958,"Jeanes, Susan",female,1958-02-24,1,LIB,Liberal Party of Australia,Liberals,1996
Jenkins1925,"Jenkins, Harry (Sr)",male,1925-09-24,1,ALP,Australian Labor Party,Labor,1969
Jenkins1938,"Jenkins, Jean",female,1938-03-16,0,AD,Australian Democrats,Australian Democrats,NA
Jenkins1952,"Jenkins, Harry (Jr)",male,1952-08-18,1,ALP,Australian Labor Party,Labor,1986
Jennings1878,"Jennings, John",male,1878-12-19,1,UAP,United Australia Party,United Australia Party,1931
Jennings1878,"Jennings, John",male,1878-12-19,1,UAP,United Australia Party,United Australia Party,1934
Jensen1865,"Jensen, Jens",male,1865-05-02,1,ALP,Australian Labor Party,Labor,1910
Jensen1865,"Jensen, Jens",male,1865-05-02,1,NAT,Nationalist Party,Nationalist Party,1910
Jensen1962,"Jensen, Dennis",male,1962-02-28,1,LIB,Liberal Party of Australia,Liberals,2004
Jess1922,"Jess, John",male,1922-04-15,1,LIB,Liberal Party of Australia,Liberals,1960
Jessop1927,"Jessop, Don",male,1927-06-21,1,IND,Independent,Independent,1966
Jessop1927,"Jessop, Don",male,1927-06-21,1,LIB,Liberal Party of Australia,Liberals,1966
Johns1952,"Johns, Gary",male,1952-08-29,1,ALP,Australian Labor Party,Labor,1987
Johnson1862,"Johnson, Elliot",male,1862-04-10,1,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,1903
Johnson1862,"Johnson, Elliot",male,1862-04-10,1,FT,Free Trade,Free Trade,1903
Johnson1862,"Johnson, Elliot",male,1862-04-10,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1903
Johnson1862,"Johnson, Elliot",male,1862-04-10,1,NAT,Nationalist Party,Nationalist Party,1903
Johnson1871,"Johnson, William",male,NA,1,ALP,Australian Labor Party,Labor,1910
Johnson1889,"Johnson, Herbert",male,1889-10-25,1,ALP,Australian Labor Party,Labor,1940
Johnson1924,"Johnson, Les",male,1924-11-22,1,ALP,Australian Labor Party,Labor,1955
Johnson1924,"Johnson, Les",male,1924-11-22,1,ALP,Australian Labor Party,Labor,1969
Johnson1929,"Johnson, Keith",male,1929-03-28,1,ALP,Australian Labor Party,Labor,1969
Johnson1943,"Johnson, Peter",male,1943-08-27,1,LIB,Liberal Party of Australia,Liberals,1975
Johnson1970,"Johnson, Michael",male,1970-01-31,1,IND,Independent,Independent,2001
Johnson1970,"Johnson, Michael",male,1970-01-31,1,LIB,Liberal Party of Australia,Liberals,2001
Johnston1880,"Johnston, Bertie",male,1880-01-11,0,CP,Australian Country Party,Nationals,NA
Johnston1930,"Johnston, Roger",male,1930-06-18,1,LIB,Liberal Party of Australia,Liberals,1977
Johnston1943,"Johnston, Ricky",female,1943-09-29,1,LIB,Liberal Party of Australia,Liberals,1996
Johnston1956,"Johnston, David",male,1956-02-14,0,LIB,Liberal Party of Australia,Liberals,NA
Jolley1874,"Jolley, Edward",male,NA,1,ALP,Australian Labor Party,Labor,1914
Jolly1882,"Jolly, William",male,1882-09-11,1,UAP,United Australia Party,United Australia Party,1937
Jones1878,"Jones, Paul",male,1878-06-15,1,ALP,Australian Labor Party,Labor,1928
Jones1917,"Jones, Charles",male,1917-09-12,1,ALP,Australian Labor Party,Labor,1958
Jones1944,"Jones, Andrew",male,1944-05-26,1,LIB,Liberal Party of Australia,Liberals,1966
Jones1960,"Jones, Ewen",male,1960-03-07,1,LIB,Liberal Party of Australia,Liberals,2010
Jones1965,"Jones, Stephen",male,1965-06-29,1,ALP,Australian Labor Party,Labor,2010
Jones1965,"Jones, Stephen",male,1965-06-29,1,ALP,Australian Labor Party,Labor,2016
JonesBarry1932,"Jones, Barry",male,1932-10-11,1,ALP,Australian Labor Party,Labor,1977
JonesGerry1932,"Jones, Gerry",male,1932-08-16,0,ALP,Australian Labor Party,Labor,NA
Joshua1906,"Joshua, Bob",male,1906-06-06,1,ALP,Australian Labor Party,Labor,1951
Joshua1906,"Joshua, Bob",male,1906-06-06,1,ALP (A-C),Australian Labor Party (Anti-Communist),Australian Labor Party (Anti-Communist),1951
Joske1895,"Joske, Percy",male,1895-10-05,1,LIB,Liberal Party of Australia,Liberals,1951
Jowett1858,"Jowett, Edmund",male,1858-01-06,1,CP,Australian Country Party,Nationals,1917
Jowett1858,"Jowett, Edmund",male,1858-01-06,1,NAT,Nationalist Party,Nationalist Party,1917
Jowett1858,"Jowett, Edmund",male,1858-01-06,1,VFU,Victorian Farmers Union,Victorian Farmers Union,1917
Joyce1967,"Joyce, Barnaby",male,1967-04-17,1,NP,The Nationals,The Nationals,2013
Joyce1967,"Joyce, Barnaby",male,1967-04-17,1,NP,The Nationals,The Nationals,2017
Jull1944,"Jull, David",male,1944-10-04,1,LIB,Liberal Party of Australia,Liberals,1975
Jull1944,"Jull, David",male,1944-10-04,1,LIB,Liberal Party of Australia,Liberals,1984
KakoschkeMoore1985,"Kakoschke-Moore, Skye",female,1985-12-19,0,NXT,Nick Xenophon Team,Nick Xenophon Team,NA
Kane1908,"Kane, Jack",male,1908-07-23,0,DLP,Democratic Labor Party,Democratic Labor Party,NA
Katter1918,"Katter, Bob (Sr)",male,1918-09-05,1,CP,Australian Country Party,Nationals,1966
Katter1918,"Katter, Bob (Sr)",male,1918-09-05,1,NCP,National Country Party,Nationals,1966
Katter1918,"Katter, Bob (Sr)",male,1918-09-05,1,NPA,National Party of Australia,Nationals,1966
Katter1945,"Katter, Bob (Jr)",male,1945-05-22,1,IND,Independent,Independent,1993
Katter1945,"Katter, Bob (Jr)",male,1945-05-22,1,KAP,Katters Australian Party,Katters Australian Party,1993
Katter1945,"Katter, Bob (Jr)",male,1945-05-22,1,NPA,National Party of Australia,Nationals,1993
Katz1887,"Katz, Fred",male,1887-05-21,0,ALP,Australian Labor Party,Labor,NA
Keane1881,"Keane, Richard",male,1881-02-14,1,ALP,Australian Labor Party,Labor,1929
Kearney1903,"Kearney, Victor",male,1903-12-10,1,ALP,Australian Labor Party,Labor,1956
Kearney1963,"Kearney, Ged",female,1963-10-29,1,ALP,Australian Labor Party,Labor,2018
Kearney1963,"Kearney, Ged",female,1963-10-29,1,ALP,Australian Labor Party,Labor,2019
Keating1872,"Keating, John",male,1872-06-28,0,LIB,Liberal Party of Australia,Liberal Party of Australia,NA
Keating1872,"Keating, John",male,1872-06-28,0,PROT,Protectionist Party,Protectionist Party,NA
Keating1944,"Keating, Paul",male,1944-01-18,1,ALP,Australian Labor Party,Labor,1969
Keay1975,"Keay, Justine",female,1975-03-18,1,ALP,Australian Labor Party,Labor,2016
Keay1975,"Keay, Justine",female,1975-03-18,1,ALP,Australian Labor Party,Labor,2018
Keeffe1919,"Keeffe, Jim",male,1919-08-20,0,ALP,Australian Labor Party,Labor,NA
Keenan1972,"Keenan, Michael",male,1972-03-19,1,LIB,Liberal Party of Australia,Liberals,2004
Kekwick1910,"Kekwick, Bruce",male,1910-04-24,1,LIB,Liberal Party of Australia,Liberals,1949
Kelly1877,"Kelly, William",male,1877-12-01,1,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,1903
Kelly1877,"Kelly, William",male,1877-12-01,1,FT,Free Trade,Free Trade,1903
Kelly1877,"Kelly, William",male,1877-12-01,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1903
Kelly1877,"Kelly, William",male,1877-12-01,1,NAT,Nationalist Party,Nationalist Party,1903
Kelly1912,"Kelly, Bert",male,1912-06-22,1,LIB,Liberal Party of Australia,Liberals,1958
Kelly1948,"Kelly, Ros",female,1948-01-25,1,ALP,Australian Labor Party,Labor,1980
Kelly1954,"Kelly, De-Anne",female,1954-03-21,1,NP,The Nationals,Nationals,1996
Kelly1954,"Kelly, De-Anne",female,1954-03-21,1,NPA,National Party of Australia,Nationals,1996
Kelly1960,"Kelly, Mike",male,1960-02-23,1,ALP,Australian Labor Party,Labor,2007
Kelly1960,"Kelly, Mike",male,1960-02-23,1,ALP,Australian Labor Party,Labor,2016
Kelly1963,"Kelly, Craig",male,1963-09-29,1,LIB,Liberal Party of Australia,Liberals,2010
Kelly1964,"Kelly, Jackie",female,1964-02-18,1,LIB,Liberal Party of Australia,Liberals,1996
Kelly1964,"Kelly, Jackie",female,1964-02-18,1,LIB,Liberal Party of Australia,Liberals,1996
Kemp1941,"Kemp, David",male,1941-10-14,1,LIB,Liberal Party of Australia,Liberals,1990
Kemp1944,"Kemp, Charles",male,1944-12-21,0,LIB,Liberal Party of Australia,Liberals,NA
Kendall1899,"Kendall, Roy",male,1899-06-09,0,LIB,Liberal Party of Australia,Liberals,NA
Kendell1851,"Kendell, William",male,1851-03-06,1,LIB,Liberal Party of Australia,Liberals,1913
Keneally1968,"Keneally, Kristina",female,1968-12-19,0,ALP,Australian Labor Party,Labor,NA
Kennedy1860,"Kennedy, Thomas",male,NA,1,PROT,Protectionist Party,Protectionist Party,1901
Kennedy1940,"Kennedy, David",male,1940-03-20,1,ALP,Australian Labor Party,Labor,1969
Kennelly1900,"Kennelly, Pat",male,1900-06-03,0,ALP,Australian Labor Party,Labor,NA
Kent1927,"Kent, Lewis",male,1927-09-08,1,ALP,Australian Labor Party,Labor,1980
KentHughes1895,"Kent Hughes, Bill",male,1895-06-12,1,LIB,Liberal Party of Australia,Liberals,1949
Keogh1931,"Keogh, Len",male,1931-06-02,1,ALP,Australian Labor Party,Labor,1969
Keogh1931,"Keogh, Len",male,1931-06-02,1,ALP,Australian Labor Party,Labor,1983
Keogh1981,"Keogh, Matt",male,1981-11-11,1,ALP,Australian Labor Party,Labor,2016
Keon1915,"Keon, Stan",male,1915-07-02,1,ALP,Australian Labor Party,Labor,1949
Keon1915,"Keon, Stan",male,1915-07-02,1,ALP (A-C),Australian Labor Party (Anti-Communist),Australian Labor Party (Anti-Communist),1949
Kerby1885,"Kerby, Edwin",male,1885-04-12,1,NAT,Nationalist Party,Nationalist Party,1919
Kerin1937,"Kerin, John",male,1937-11-21,1,ALP,Australian Labor Party,Labor,1972
Kerin1937,"Kerin, John",male,1937-11-21,1,ALP,Australian Labor Party,Labor,1978
Kernot1948,"Kernot, Cheryl",female,1948-12-05,1,AD,Australian Democrats,Australian Democrats,1998
Kernot1948,"Kernot, Cheryl",female,1948-12-05,1,ALP,Australian Labor Party,Labor,1998
Kerr1952,"Kerr, Duncan",male,1952-02-26,1,ALP,Australian Labor Party,Labor,1987
Ketter1961,"Ketter, Christopher",male,1961-02-12,0,ALP,Australian Labor Party,Labor,NA
Khalil1973,"Khalil, Peter",male,1973-03-23,1,ALP,Australian Labor Party,Labor,2016
Kilgariff1923,"Kilgariff, Bernard",male,1923-09-30,0,CLP,Country Liberal Party (Northern Territory),Country Liberal Party (Northern Territory),NA
Killen1860,"Killen, William",male,NA,1,CP,Australian Country Party,Nationals,1922
Killen1925,"Killen, Jim",male,1925-11-23,1,LIB,Liberal Party of Australia,Liberals,1955
King1920,"King, Robert",male,1920-03-22,1,CP,Australian Country Party,Nationals,1958
King1920,"King, Robert",male,1920-03-22,1,NCP,National Country Party,Nationals,1958
King1952,"King, Peter",male,1952-06-29,1,IND,Independent,Independent,2001
King1952,"King, Peter",male,1952-06-29,1,LIB,Liberal Party of Australia,Liberals,2001
King1966,"King, Catherine",female,1966-06-02,1,ALP,Australian Labor Party,Labor,2001
King1973,"King, Madeleine",female,1973-03-31,1,ALP,Australian Labor Party,Labor,2016
Kingsmill1864,"Kingsmill, Walter",male,1864-04-10,0,NAT,Nationalist Party,Nationalist Party,NA
Kingston1850,"Kingston, Charles",male,1850-10-22,1,PROT,Protectionist Party,Protectionist Party,1903
Kingston1850,"Kingston, Charles",male,1850-10-22,1,PROT,Protectionist Party,Protectionist Party,1901
Kirk1967,"Kirk, Linda",female,1967-05-24,0,ALP,Australian Labor Party,Labor,NA
Kirwan1869,"Kirwan, John",male,1869-12-02,1,FT,Free Trade,Free Trade,1901
Kirwan1937,"Kirwan, Frank",male,1937-10-23,1,ALP,Australian Labor Party,Labor,1969
Kitching1970,"Kitching, Kimberley",female,1970-02-16,0,ALP,Australian Labor Party,Labor,NA
Klugman1924,"Klugman, Dick",male,1924-01-18,1,ALP,Australian Labor Party,Labor,1969
Kneebone1876,"Kneebone, Harry",male,1876-03-17,0,ALP,Australian Labor Party,Labor,NA
Knight1943,"Knight, John",male,1943-11-20,0,LIB,Liberal Party of Australia,Liberals,NA
Knott1956,"Knott, Peter",male,1956-08-08,1,ALP,Australian Labor Party,Labor,1993
Knowles1951,"Knowles, Susan",female,1951-04-10,0,LIB,Liberal Party of Australia,Liberals,NA
Knox1850,"Knox, William",male,1850-04-25,1,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,1901
Knox1850,"Knox, William",male,1850-04-25,1,FT,Free Trade,Free Trade,1901
Knox1850,"Knox, William",male,1850-04-25,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1901
Kroger1959,"Kroger, Helen",female,1959-03-11,0,LIB,Liberal Party of Australia,Liberals,NA
Lacey1887,"Lacey, Andrew",male,1887-10-09,1,ALP,Australian Labor Party,Labor,1922
Lacey1900,"Lacey, Robert",male,1900-01-12,0,ALP,Australian Labor Party,Labor,NA
Lajovic1921,"Lajovic, Misha",male,1921-07-23,0,LIB,Liberal Party of Australia,Liberals,NA
Lamb1939,"Lamb, Tony",male,1939-03-07,1,ALP,Australian Labor Party,Labor,1972
Lamb1939,"Lamb, Tony",male,1939-03-07,1,ALP,Australian Labor Party,Labor,1984
Lamb1972,"Lamb, Susan",female,1972-03-23,1,ALP,Australian Labor Party,Labor,2016
Lamb1972,"Lamb, Susan",female,1972-03-23,1,ALP,Australian Labor Party,Labor,2018
Lambert1881,"Lambert, William",male,1881-03-24,1,ALP,Australian Labor Party,Labor,1921
Lambie1971,"Lambie, Jacqui",female,1971-02-26,0,JLN,Jacqui Lambie Network,NA,NA
Lambie1971,"Lambie, Jacqui",female,1971-02-26,0,IND,Independent,Independent,NA
Lambie1971,"Lambie, Jacqui",female,1971-02-26,0,JLN,Jacqui Lambie Network,Jacqui Lambie Network,NA
Lambie1971,"Lambie, Jacqui",female,1971-02-26,0,PUP,Palmer United Party,Palmer United Party,NA
Laming1966,"Laming, Andrew",male,1966-09-30,1,LIB,Liberal Party of Australia,Liberals,2004
Lamond1865,"Lamond, Hector",male,1865-10-31,1,NAT,Nationalist Party,Nationalist Party,1917
Lamp1895,"Lamp, Charles",male,1895-09-03,0,ALP,Australian Labor Party,Labor,NA
Landry1962,"Landry, Michelle",female,1962-10-15,1,NP,The Nationals,The Nationals,2013
Lane1873,"Lane, Albert",male,1873-07-24,1,UAP,United Australia Party,United Australia Party,1931
Lang1876,"Lang, Jack",male,1876-12-21,1,ALP (N-C),Australian Labor Party (Non-Communist),Australian Labor Party (Non-Communist),1946
Lang1876,"Lang, Jack",male,1876-12-21,1,LANG LAB,Lang Labor Party,Lang Labor Party,1946
Langmore1939,"Langmore, John",male,1939-09-03,1,ALP,Australian Labor Party,Labor,1984
Langtry1880,"Langtry, Joseph",male,1880-09-02,1,ALP,Australian Labor Party,Labor,1940
Large1878,"Large, William",male,1878-03-28,0,ALP,Australian Labor Party,Labor,NA
Latham1877,"Latham, John",male,1877-08-25,1,LIB,Liberal Party of Australia,Liberals,1922
Latham1877,"Latham, John",male,1877-08-25,1,NAT,Nationalist Party,Nationalist Party,1922
Latham1877,"Latham, John",male,1877-08-25,1,UAP,United Australia Party,United Australia Party,1922
Latham1882,"Latham, Charles",male,1882-01-26,0,CP,Australian Country Party,Nationals,NA
Latham1961,"Latham, Mark",male,1961-02-28,1,ALP,Australian Labor Party,Labor,1994
Laucke1914,"Laucke, Condor",male,1914-11-09,0,LIB,Liberal Party of Australia,Liberals,NA
Laught1907,"Laught, Keith",male,1907-06-02,0,LIB,Liberal Party of Australia,Liberals,NA
Laundy1971,"Laundy, Craig",male,1971-02-16,1,LIB,Liberal Party of Australia,Liberals,2013
Lavarch1961,"Lavarch, Michael",male,1961-06-08,1,ALP,Australian Labor Party,Labor,1993
Lavarch1961,"Lavarch, Michael",male,1961-06-08,1,ALP,Australian Labor Party,Labor,1987
Lavelle1887,"Lavelle, Thomas",male,1887-12-02,1,ALP,Australian Labor Party,Labor,1919
Lawler1961,"Lawler, Tony",male,1961-10-18,1,NPA,National Party of Australia,Nationals,1998
Lawrence1906,"Lawrence, William",male,1906-07-28,1,LIB,Liberal Party of Australia,Liberals,1949
Lawrence1948,"Lawrence, Carmen",female,1948-03-02,1,ALP,Australian Labor Party,Labor,1994
Lawrie1907,"Lawrie, Alexander",male,1907-06-19,0,CP,Australian Country Party,Nationals,NA
Lawrie1907,"Lawrie, Alexander",male,1907-06-19,0,NCP,National Country Party,Nationals,NA
Lawson1875,"Lawson, Harry",male,1875-03-05,0,NAT,Nationalist Party,Nationalist Party,NA
Lawson1880,"Lawson, George",male,1880-08-14,1,ALP,Australian Labor Party,Labor,1931
Lawson1880,"Lawson, George",male,1880-08-14,1,FLP,Federal Labor Party,Federal Labor Party,1931
Lawson1897,"Lawson, John",male,1897-03-24,1,UAP,United Australia Party,United Australia Party,1931
Lazarus1965,"Lazarus, Glenn",male,1965-12-11,0,PUP,Palmer United Party,Palmer United Party,NA
Lazzarini1894,"Lazzarini, Hubert",male,1894-09-08,1,ALP,Australian Labor Party,Labor,1919
Lazzarini1894,"Lazzarini, Hubert",male,1894-09-08,1,ALP,Australian Labor Party,Labor,1934
Lazzarini1894,"Lazzarini, Hubert",male,1894-09-08,1,ALP,Australian Labor Party,Labor,1919
Lazzarini1894,"Lazzarini, Hubert",male,1894-09-08,1,ALP,Australian Labor Party,Labor,1934
Lazzarini1894,"Lazzarini, Hubert",male,1894-09-08,1,LANG LAB,Lang Labor Party,Lang Labor Party,1919
Lazzarini1894,"Lazzarini, Hubert",male,1894-09-08,1,LANG LAB,Lang Labor Party,Lang Labor Party,1934
Leckie1872,"Leckie, John",male,1872-10-14,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1917
Leckie1872,"Leckie, John",male,1872-10-14,1,NAT,Nationalist Party,Nationalist Party,1917
Leckie1872,"Leckie, John",male,1872-10-14,1,UAP,United Australia Party,United Australia Party,1917
Lee1856,"Lee, Henry",male,NA,1,FT,Free Trade,Free Trade,1903
Lee1920,"Lee, Mervyn",male,1920-08-18,1,LIB,Liberal Party of Australia,Liberals,1966
Lee1957,"Lee, Michael",male,1957-03-24,1,ALP,Australian Labor Party,Labor,1984
Lees1948,"Lees, Meg",female,1948-10-19,0,AD,Australian Democrats,Australian Democrats,NA
Lees1948,"Lees, Meg",female,1948-10-19,0,APA,Australian Progressive Alliance,Australian Progressive Alliance,NA
Lees1948,"Lees, Meg",female,1948-10-19,0,IND,Independent,Independent,NA
Leeser1976,"Leeser, Julian",male,1976-05-25,1,LIB,Liberal Party of Australia,Liberals,2016
Leigh1972,"Leigh, Andrew",male,1972-08-03,1,ALP,Australian Labor Party,Labor,2016
Leigh1972,"Leigh, Andrew",male,1972-08-03,1,ALP,Australian Labor Party,Labor,2010
Lemmon1908,"Lemmon, Nelson",male,1908-03-22,1,ALP,Australian Labor Party,Labor,1943
Lemmon1908,"Lemmon, Nelson",male,1908-03-22,1,ALP,Australian Labor Party,Labor,1954
Leslie1900,"Leslie, Hugh",male,1900-04-17,1,CP,Australian Country Party,Nationals,1949
Leslie1900,"Leslie, Hugh",male,1900-04-17,1,CP,Australian Country Party,Nationals,1961
Lewis1882,"Lewis, Arthur",male,1882-04-22,1,ALP,Australian Labor Party,Labor,1929
Lewis1932,"Lewis, Austin",male,1932-12-05,0,LIB,Liberal Party of Australia,Liberals,NA
Ley1879,"Ley, Thomas",male,1879-10-28,1,NAT,Nationalist Party,Nationalist Party,1925
Ley1961,"Ley, Sussan",female,1961-12-14,1,LIB,Liberal Party of Australia,Liberals,2001
Leyonhjelm1952,"Leyonhjelm, David",male,1952-04-01,0,LDP,Liberal Democratic Party,Liberal Democratic Party,NA
Liddell1862,"Liddell, Frank",male,1862-06-26,1,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,1903
Liddell1862,"Liddell, Frank",male,1862-06-26,1,FT,Free Trade,Free Trade,1903
Lieberman1938,"Lieberman, Lou",male,1938-05-23,1,LIB,Liberal Party of Australia,Liberals,1993
Lightfoot1936,"Lightfoot, Ross",male,1936-08-11,0,LIB,Liberal Party of Australia,Liberals,NA
Lillico1905,"Lillico, Elliot",male,1905-09-05,0,LIB,Liberal Party of Australia,Liberals,NA
Lindgren1969,"Lindgren, Joanna",female,1969-12-05,0,LIB,Liberal Party of Australia,Liberals,NA
Lindsay1905,"Lindsay, Robert",male,1905-08-18,1,LIB,Liberal Party of Australia,Liberals,1954
Lindsay1942,"Lindsay, Ted",male,1942-12-19,1,ALP,Australian Labor Party,Labor,1983
Lindsay1944,"Lindsay, Peter",male,1944-05-04,1,LIB,Liberal Party of Australia,Liberals,1996
Lines1953,"Lines, Sue",female,1953-12-15,0,ALP,Australian Labor Party,Labor,NA
Lister1875,"Lister, John",male,1875-05-13,1,NAT,Nationalist Party,Nationalist Party,1917
Little1914,"Little, John",male,1914-10-13,0,DLP,Democratic Labor Party,Democratic Labor Party,NA
Littleproud1976,"Littleproud, David",male,1976-09-04,1,NAT,Nationalist Party,Nationalist Party,2016
Liu1964,"Liu, Gladys",female,1964-04-06,1,LIB,Liberal Party of Australia,Liberals,2019
Livermore1969,"Livermore, Kirsten",female,1969-11-10,1,ALP,Australian Labor Party,Labor,1998
Livingston1856,"Livingston, John",male,1856-03-24,1,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,1906
Livingston1856,"Livingston, John",male,1856-03-24,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1906
Livingston1856,"Livingston, John",male,1856-03-24,1,NAT,Nationalist Party,Nationalist Party,1906
Lloyd1937,"Lloyd, Bruce",male,1937-02-24,1,CP,Australian Country Party,Nationals,1971
Lloyd1937,"Lloyd, Bruce",male,1937-02-24,1,NCP,National Country Party,Nationals,1971
Lloyd1937,"Lloyd, Bruce",male,1937-02-24,1,NPA,National Party of Australia,Nationals,1971
Lloyd1954,"Lloyd, Jim",male,1954-07-17,1,LIB,Liberal Party of Australia,Liberals,1996
Long1870,"Long, James",male,NA,0,ALP,Australian Labor Party,Labor,NA
Long1885,"Long, William",male,1885-06-18,1,ALP,Australian Labor Party,Labor,1928
Lonsdale1843,"Lonsdale, Edmund",male,1843-10-31,1,FT,Free Trade,Free Trade,1903
Loosley1952,"Loosley, Stephen",male,1952-12-29,0,ALP,Australian Labor Party,Labor,NA
Luchetti1904,"Luchetti, Tony",male,1904-05-27,1,ALP,Australian Labor Party,Labor,1951
Luck1900,"Luck, Aubrey",male,1900-11-14,1,LIB,Liberal Party of Australia,Liberals,1955
Luck1900,"Luck, Aubrey",male,1900-11-14,1,LIB,Liberal Party of Australia,Liberals,1951
Lucock1916,"Lucock, Philip",male,1916-01-16,1,CP,Australian Country Party,Nationals,1952
Lucock1916,"Lucock, Philip",male,1916-01-16,1,NCP,National Country Party,Nationals,1952
Ludlam1970,"Ludlam, Scott",male,1970-01-10,0,GRN,Australian Greens,Australian Greens,NA
Ludwig1959,"Ludwig, Joe",male,1959-07-21,0,ALP,Australian Labor Party,Labor,NA
Lundy1967,"Lundy, Kate",female,1967-12-15,0,ALP,Australian Labor Party,Labor,NA
Lusher1945,"Lusher, Stephen",male,1945-10-18,1,CP,Australian Country Party,Nationals,1974
Lusher1945,"Lusher, Stephen",male,1945-10-18,1,NCP,National Country Party,Nationals,1974
Lusher1945,"Lusher, Stephen",male,1945-10-18,1,NPA,National Party of Australia,Nationals,1974
Lynch1862,"Lynch, John",male,NA,1,ALP,Australian Labor Party,Labor,1914
Lynch1862,"Lynch, John",male,NA,1,NAT,Nationalist Party,Nationalist Party,1914
Lynch1867,"Lynch, Patrick",male,1867-05-24,0,ALP,Australian Labor Party,Labor,NA
Lynch1867,"Lynch, Patrick",male,1867-05-24,0,NAT,Nationalist Party,Nationalist Party,NA
Lynch1933,"Lynch, Phillip",male,1933-06-27,1,LIB,Liberal Party of Australia,Liberals,1966
Lyne1844,"Lyne, William",male,1844-04-06,1,IND,Independent,Independent,1901
Lyne1844,"Lyne, William",male,1844-04-06,1,PROT,Protectionist Party,Protectionist Party,1901
Lyons1879,"Lyons, Joseph",male,1879-09-15,1,ALP,Australian Labor Party,Labor,1929
Lyons1879,"Lyons, Joseph",male,1879-09-15,1,UAP,United Australia Party,United Australia Party,1929
Lyons1897,"Lyons, Enid",female,1897-07-09,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1943
Lyons1897,"Lyons, Enid",female,1897-07-09,1,UAP,United Australia Party,United Australia Party,1943
Lyons1953,"Lyons, Geoff",male,1953-04-29,1,ALP,Australian Labor Party,Labor,2010
MacDonald1880,"MacDonald, John",male,1880-02-14,0,ALP,Australian Labor Party,Labor,NA
MacDonald1880,"MacDonald, John",male,1880-02-14,0,FLP,Federal Labor Party,Federal Labor Party,NA
MacDonald1892,"MacDonald, Allan",male,1892-08-25,0,LIB,Liberal Party of Australia,Liberal Party of Australia,NA
MacDonald1892,"MacDonald, Allan",male,1892-08-25,0,UAP,United Australia Party,United Australia Party,NA
Macdonald1945,"Macdonald, Ian",male,1945-11-29,0,LIB,Liberal Party of Australia,Liberals,NA
Macdonald1954,"Macdonald, Sandy",male,1954-05-10,0,NP,The Nationals,Nationals,NA
Macdonald1954,"Macdonald, Sandy",male,1954-05-10,0,NPA,National Party of Australia,Nationals,NA
MacdonaldPaterson1844,"Macdonald-Paterson, Thomas",male,1844-05-09,1,FT,Free Trade,Free Trade,1901
Macfarlane1844,"Macfarlane, James",male,1844-09-02,0,FT,Free Trade,Free Trade,NA
Macfarlane1955,"Macfarlane, Ian",male,1955-04-05,1,LIB,Liberal Party of Australia,Liberals,1998
MacGibbon1934,"MacGibbon, David",male,1934-05-13,0,LIB,Liberal Party of Australia,Liberals,NA
Mack1933,"Mack, Ted",male,1933-12-20,1,IND,Independent,Independent,1990
Mackay1872,"Mackay, George",male,1872-03-20,1,NAT,Nationalist Party,Nationalist Party,1917
Mackay1872,"Mackay, George",male,1872-03-20,1,UAP,United Australia Party,United Australia Party,1917
Mackay1919,"Mackay, Malcolm",male,1919-12-29,1,LIB,Liberal Party of Australia,Liberals,1963
Mackay1960,"Mackay, Sue",female,1960-04-14,0,ALP,Australian Labor Party,Labor,NA
Mackellar1844,"Mackellar, Charles",male,1844-12-05,0,PROT,Protectionist Party,Protectionist Party,NA
MacKellar1938,"MacKellar, Michael",male,1938-10-27,1,LIB,Liberal Party of Australia,Liberals,1969
MacKenzie1941,"MacKenzie, Sandy",male,1941-08-29,1,NCP,National Country Party,Nationals,1975
MacKenzie1941,"MacKenzie, Sandy",male,1941-08-29,1,NPA,National Party of Australia,Nationals,1975
Mackinnon1903,"Mackinnon, Dan",male,1903-02-11,1,LIB,Liberal Party of Australia,Liberals,1953
Mackinnon1903,"Mackinnon, Dan",male,1903-02-11,1,LIB,Liberal Party of Australia,Liberals,1949
Macklin1943,"Macklin, Michael",male,1943-02-25,0,AD,Australian Democrats,Australian Democrats,NA
Macklin1953,"Macklin, Jenny",female,1953-12-29,1,ALP,Australian Labor Party,Labor,1996
Macphee1938,"Macphee, Ian",male,1938-07-13,1,LIB,Liberal Party of Australia,Liberals,1974
Macphee1938,"Macphee, Ian",male,1938-07-13,1,LIB,Liberal Party of Australia,Liberals,1984
MacTiernan1953,"MacTiernan, Alannah",female,1953-01-10,1,ALP,Australian Labor Party,Labor,2013
