uniqueID,name,gender,birthDate,member
Little1914,"Little, John",male,1914-10-13,0
Littleproud1976,"Littleproud, David",male,1976-09-04,1
Liu1964,"Liu, Gladys",female,1964-04-06,1
Livermore1969,"Livermore, Kirsten",female,1969-11-10,1
Livingston1856,"Livingston, John",male,1856-03-24,1
Lloyd1937,"Lloyd, Bruce",male,1937-02-24,1
Lloyd1954,"Lloyd, Jim",male,1954-07-17,1
Long1870,"Long, James",male,NA,0
Long1885,"Long, William",male,1885-06-18,1
Lonsdale1843,"Lonsdale, Edmund",male,1843-10-31,1
Loosley1952,"Loosley, Stephen",male,1952-12-29,0
Luchetti1904,"Luchetti, Tony",male,1904-05-27,1
Luck1900,"Luck, Aubrey",male,1900-11-14,1
Lucock1916,"Lucock, Philip",male,1916-01-16,1
Ludlam1970,"Ludlam, Scott",male,1970-01-10,0
Ludwig1959,"Ludwig, Joe",male,1959-07-21,0
Lundy1967,"Lundy, Kate",female,1967-12-15,0
Lusher1945,"Lusher, Stephen",male,1945-10-18,1
Lynch1862,"Lynch, John",male,NA,1
Lynch1867,"Lynch, Patrick",male,1867-05-24,0
Lynch1933,"Lynch, Phillip",male,1933-06-27,1
Lyne1844,"Lyne, William",male,1844-04-06,1
Lyons1879,"Lyons, Joseph",male,1879-09-15,1
Lyons1897,"Lyons, Enid",female,1897-07-09,1
Lyons1953,"Lyons, Geoff",male,1953-04-29,1
MacDonald1880,"MacDonald, John",male,1880-02-14,0
MacDonald1892,"MacDonald, Allan",male,1892-08-25,0
Macdonald1945,"Macdonald, Ian",male,1945-11-29,0
Macdonald1954,"Macdonald, Sandy",male,1954-05-10,0
MacdonaldPaterson1844,"Macdonald-Paterson, Thomas",male,1844-05-09,1
Macfarlane1844,"Macfarlane, James",male,1844-09-02,0
Macfarlane1955,"Macfarlane, Ian",male,1955-04-05,1
MacGibbon1934,"MacGibbon, David",male,1934-05-13,0
Mack1933,"Mack, Ted",male,1933-12-20,1
Mackay1872,"Mackay, George",male,1872-03-20,1
Mackay1919,"Mackay, Malcolm",male,1919-12-29,1
Mackay1960,"Mackay, Sue",female,1960-04-14,0
Mackellar1844,"Mackellar, Charles",male,1844-12-05,0
MacKellar1938,"MacKellar, Michael",male,1938-10-27,1
MacKenzie1941,"MacKenzie, Sandy",male,1941-08-29,1
Mackinnon1903,"Mackinnon, Dan",male,1903-02-11,1
Macklin1943,"Macklin, Michael",male,1943-02-25,0
Macklin1953,"Macklin, Jenny",female,1953-12-29,1
Macphee1938,"Macphee, Ian",male,1938-07-13,1
MacTiernan1953,"MacTiernan, Alannah",female,1953-01-10,1
Madigan1966,"Madigan, John",male,1966-07-21,0
Maguire1945,"Maguire, Graham",male,1945-04-21,0
Maher1891,"Maher, Edmund",male,1891-06-08,0
Maher1936,"Maher, Michael",male,1936-07-11,1
Mahon1857,"Mahon, Hugh",male,1857-01-06,1
Mahoney1892,"Mahoney, Gerald",male,1892-05-24,1
Mahony1877,"Mahony, William",male,NA,1
Maisey1915,"Maisey, Donald",male,1915-05-06,1
Makin1889,"Makin, Norman",male,1889-03-31,1
Maloney1854,"Maloney, William",male,1854-04-12,1
Manifold1867,"Manifold, Chester",male,1867-02-10,1
Mann1874,"Mann, Edward",male,1874-08-11,1
Manning1872,"Manning, Arthur",male,1872-01-01,1
Marek1964,"Marek, Paul",male,1964-07-25,1
Margetts1955,"Margetts, Dee",female,1955-03-05,0
Marino1954,"Marino, Nola",female,1954-02-18,1
Marks1875,"Marks, Walter",male,1875-06-06,1
Markus1958,"Markus, Louise",female,1958-09-06,1
Marles1967,"Marles, Richard",male,1967-07-13,1
Marr1880,"Marr, Charles",male,1880-03-23,1
Marriott1913,"Marriott, John",male,1913-02-16,0
Marshall1960,"Marshall, Gavin",male,1960-03-25,0
Martens1874,"Martens, George",male,NA,1
Martin1920,"Martin, Vincent",male,1920-05-14,1
Martin1948,"Martin, Stephen",male,1948-06-24,1
Martin1960,"Martin, Steve",male,1960-10-03,0
Martin1977,"Martin, Fiona",female,1977-11-16,1
Martyr1932,"Martyr, John",male,1932-05-25,1
Marwick1895,"Marwick, Thomas",male,1895-04-29,1
Mason1926,"Mason, Colin",male,1926-10-28,0
Mason1962,"Mason, Brett",male,1962-03-05,0
MassyGreene1874,"Massy-Greene, Walter",male,1874-11-06,1
Matheson1861,"Matheson, Alexander",male,1861-02-06,0
Matheson1958,"Matheson, Russell",male,1958-12-16,1
Mathews1865,"Mathews, James",male,NA,1
Mathews1935,"Mathews, Race",male,1935-03-27,1
Mattner1893,"Mattner, Ted",male,1893-09-16,0
Mauger1857,"Mauger, Samuel",male,1857-11-12,1
Maughan1863,"Maughan, William",male,1863-01-08,0
Maunsell1922,"Maunsell, Ron",male,1922-05-08,0
Maxwell1859,"Maxwell, George",male,1859-04-30,1
May1950,"May, Margaret",female,1950-06-30,1
Mayer1932,"Mayer, Helen",female,1932-09-07,1
McAllister1973,"McAllister, Jenny",female,1973-07-04,0
McArthur1937,"McArthur, Stewart",male,1937-10-27,1
McAuliffe1918,"McAuliffe, Ron",male,1918-07-25,0
McBain1982,"McBain, Kristy",female,1982-09-29,1
McBride1892,"McBride, Philip",male,1892-06-18,1
McBride1975,"McBride, Emma",female,1975-04-27,1
McCall1908,"McCall, William",male,1908-05-24,1
McCallum1892,"McCallum, John",male,1892-07-31,0
McCarthy1970,"McCarthy, Malarndirri",female,1970-04-19,0
McCay1864,"McCay, James",male,1864-12-21,1
McClelland1875,"McClelland, Hugh",male,1875-12-27,1
McClelland1915,"McClelland, Jim",male,1915-06-03,0
McClelland1926,"McClelland, Douglas",male,1926-08-05,0
McClelland1958,"McClelland, Robert",male,1958-01-26,1
McColl1844,"McColl, James",male,1844-01-31,1
McColm1914,"McColm, Malcolm",male,1914-06-25,1
McCormack1964,"McCormack, Michael",male,1964-08-02,1
McDonald,"McDonald, Susan",female,NA,0
McDonald1861,"McDonald, Charles",male,1861-08-08,1
McDonald1872,"McDonald, Frederick",male,1872-12-07,1
McDonald1888,"McDonald, Allan",male,1888-07-04,1
McDougall1857,"McDougall, Allan",male,1857-08-02,0
McDougall1867,"McDougall, John",male,1867-08-10,1
McDougall1946,"McDougall, Graeme",male,1946-11-21,1
McEacharn1852,"McEacharn, Malcolm",male,1852-02-08,1
McEwen1900,"McEwen, John",male,1900-03-29,1
McEwen1954,"McEwen, Anne",female,1954-08-03,0
McFarlane1944,"McFarlane, Jann",female,1944-05-22,1
McGauran1955,"McGauran, Peter",male,1955-11-16,1
McGauran1957,"McGauran, Julian",male,1957-03-05,0
McGowan1953,"McGowan, Cathy",female,1953-11-29,1
McGrath1872,"McGrath, Charles",male,1872-11-10,1
McGrath1974,"McGrath, James",male,1974-05-14,0
McGregor1848,"McGregor, Gregor",male,1848-10-18,0
McGuren1909,"McGuren, Frank",male,1909-10-15,1
McHugh1887,"McHugh, Charles",male,1887-04-23,0
McHugh1892,"McHugh, Sydney",male,1892-03-21,1
McHugh1934,"McHugh, Jeannette",female,1934-12-18,1
McIntosh1925,"McIntosh, Gordon",male,1925-05-29,0
McIntosh1977,"McIntosh, Melissa",female,1977-08-24,1
McIvor1900,"McIvor, Hector",male,1900-11-24,1
McKellar1903,"McKellar, Gerald",male,1903-05-29,0
McKenna1895,"McKenna, Nicholas",male,1895-09-09,0
McKenzie1933,"McKenzie, David",male,1933-05-30,1
McKenzie1969,"McKenzie, Bridget",female,1969-12-27,0
McKew1953,"McKew, Maxine",female,1953-07-22,1
McKiernan1944,"McKiernan, James",male,1944-10-11,0
McKim1965,"McKim, Nick",male,1965-06-11,0
McKissock1872,"McKissock, Andrew",male,1872-12-06,0
McLachlan1870,"McLachlan, James",male,1870-03-12,0
McLachlan1872,"McLachlan, Alexander",male,1872-11-02,0
McLachlan1936,"McLachlan, Ian",male,1936-10-02,1
McLachlan1966,"Andrew, McLachlan",male,1966-01-14,0
McLaren1921,"McLaren, Geoff",male,1921-02-01,0
McLean1840,"McLean, Allan",male,1840-02-03,1
McLean1863,"McLean, Francis",male,NA,1
McLean1937,"McLean, Paul",male,1937-03-13,0
McLean1944,"McLean, Ross",male,1944-06-30,1
McLeay1892,"McLeay, George",male,1892-08-06,0
McLeay1893,"McLeay, John (Sr)",male,1893-11-19,1
McLeay1922,"McLeay, John (Jr)",male,1922-03-30,1
McLeay1945,"McLeay, Leo",male,1945-10-04,1
McLeod1892,"McLeod, Donald",male,1892-10-29,1
McLucas1958,"McLucas, Jan",female,1958-03-27,0
McMahon1908,"McMahon, William",male,1908-02-23,1
McMahon1930,"McMahon, Leslie",male,1930-02-26,1
McMahon1967,"McMahon, Sam",female,1967-12-11,0
McManus1905,"McManus, Francis",male,1905-02-27,0
McMillan1850,"McMillan, William",male,1850-11-14,1
McMullan1947,"McMullan, Bob",male,1947-12-10,1
McMullin1900,"McMullin, Alister",male,1900-07-14,0
McNamara1964,"McNamara, Karen",female,1964-04-23,1
McNeill1868,"McNeill, John",male,NA,1
McNeill1921,"McNeill, Neil",male,1921-06-19,1
McNicoll1877,"McNicoll, Walter",male,1877-05-27,1
McTiernan1892,"McTiernan, Edward",male,1892-02-16,1
McVeigh1930,"McVeigh, Tom",male,1930-05-07,1
McVeigh1965,"McVeigh, John",male,1965-05-13,1
McWilliams1856,"McWilliams, William",male,1856-10-12,1
Melham1954,"Melham, Daryl",male,1954-11-26,1
Melzer1926,"Melzer, Jean",female,1926-02-07,0
Menzies1894,"Menzies, Robert",male,1894-12-20,1
Messner1939,"Messner, Tony",male,1939-09-24,0
Mildren1932,"Mildren, John",male,1932-10-20,1
Miles1947,"Miles, Chris",male,1947-08-21,1
Millar1925,"Millar, Clarrie",male,1925-06-15,1
Millen1860,"Millen, Edward",male,1860-11-07,0
Millen1877,"Millen, John",male,1877-05-03,0
Milliner1911,"Milliner, Bertie",male,1911-07-17,0
Milne1953,"Milne, Christine",female,1953-05-14,0
Milton1928,"Milton, Peter",male,1928-09-22,1
Minchin1953,"Minchin, Nick",male,1953-04-15,0
Minogue1893,"Minogue, Dan",male,1893-07-18,1
Mirabella1968,"Mirabella, Sophie",female,1968-10-27,1
Missen1925,"Missen, Alan",male,1925-07-22,0
MitchellBrian1967,"Mitchell, Brian",male,1967-07-16,1
MitchellRobert1967,"Mitchell, Rob",male,1967-09-09,1
Molan1950,"Molan, Jim",male,1950-04-11,0
Moloney1876,"Moloney, Parker",male,1876-08-12,1
Monaghan1921,"Monaghan, James",male,1921-09-20,1
Mooney1880,"Mooney, Patrick",male,1880-01-17,0
Moore1936,"Moore, John",male,1936-11-16,1
Moore1956,"Moore, Claire",female,1956-02-19,0
Morgan1881,"Morgan, Arthur",male,NA,1
Morgan1897,"Morgan, Charles",male,1897-01-27,1
Morris1903,"Morris, Kenneth",male,1903-10-22,0
Morris1932,"Morris, Peter",male,1932-07-29,1
Morris1936,"Morris, John",male,1936-06-12,0
Morris1940,"Morris, Allan",male,1940-07-26,1
Morrison1928,"Morrison, Bill",male,1928-11-03,1
Morrison1968,"Morrison, Scott",male,1968-05-13,1
Morrow1888,"Morrow, Bill",male,1888-10-22,0
Mortimer1912,"Mortimer, Jack",male,1912-10-30,1
Morton1981,"Morton, Ben",male,1981-06-29,1
Mossfield1935,"Mossfield, Frank",male,1935-06-04,1
Mountford1933,"Mountford, John",male,1933-11-21,1
Mountjoy1906,"Mountjoy, Don",male,1906-10-19,1
Moylan1944,"Moylan, Judi",female,1944-02-24,1
Muir1980,"Muir, Ricky",male,1980-12-25,0
Mulcahy1850,"Mulcahy, Edward",male,1850-03-28,0
Mulcahy1882,"Mulcahy, Dan",male,1882-01-07,1
Mulder1928,"Mulder, Allan",male,1928-08-19,1
Mulino1969,"Mulino, Daniel",male,1969-11-06,1
Mullan1871,"Mullan, John",male,1871-09-08,0
Mullens1896,"Mullens, Jack",male,1896-07-18,1
Mulvihill1919,"Mulvihill, Tony",male,1919-04-27,0
Munro1930,"Munro, Dugald",male,1930-06-12,1
Murphy1922,"Murphy, Lionel",male,1922-08-31,0
Murphy1950,"Murphy, John",male,1950-05-31,1
Murphy1952,"Murphy, Shayne",male,1952-01-08,0
Murphy1973,"Murphy, Peta",female,1973-11-01,1
Murray1906,"Murray, Reg",male,1906-04-27,0
Murray1915,"Murray, John",male,1915-12-31,1
Murray1947,"Murray, Andrew",male,1947-01-29,0
Mutch1956,"Mutch, Stephen",male,1956-02-04,1
Nairn1879,"Nairn, Walter",male,NA,1
Nairn1951,"Nairn, Gary",male,1951-01-03,1
Nash1890,"Nash, Richard",male,1890-07-02,0
Nash1965,"Nash, Fiona",female,1965-05-06,0
Neal1947,"Neal, Laurence",male,1947-07-18,0
Neal1963,"Neal, Belinda",female,1963-01-10,1
Needham1872,"Needham, Ted",male,1872-09-30,0
Negus1912,"Negus, Syd",male,1912-03-12,0
Nehl1934,"Nehl, Garry",male,1934-02-19,1
Neil1944,"Neil, Maurice",male,1944-05-29,1
Neild1846,"Neild, John",male,1846-01-04,0
Nelson1881,"Nelson, Harold",male,1881-12-21,1
Nelson1908,"Nelson, Jock",male,1908-05-28,1
Nelson1958,"Nelson, Brendan",male,1958-08-19,1
Nettle1973,"Nettle, Kerry",female,1973-12-24,0
Neumann1961,"Neumann, Shayne",male,1961-08-26,1
Neville1940,"Neville, Paul",male,1940-03-28,1
Newell1952,"Newell, Neville",male,1952-10-14,1
Newlands1864,"Newlands, John",male,1864-08-04,0
Newman1933,"Newman, Kevin",male,1933-10-10,1
Newman1937,"Newman, Jocelyn",female,1937-07-08,0
Nicholls1885,"Nicholls, Samuel",male,1885-05-15,1
Nicholls1894,"Nicholls, Theo",male,1894-08-21,0
Nicholls1917,"Nicholls, Martin",male,1917-04-03,1
Nikolic1961,"Nikolic, Andrew",male,1961-06-20,1
Nixon1928,"Nixon, Peter",male,1928-03-22,1
Nock1879,"Nock, Horace",male,1879-10-26,1
Nott1888,"Nott, Lewis",male,1888-02-12,1
Nugent1938,"Nugent, Peter",male,1938-04-01,1
Oakes1861,"Oakes, Charles",male,1861-11-30,0
Oakeshott1969,"Oakeshott, Rob",male,1969-12-14,1
OBrien1926,"O'Brien, Reginald",male,1926-01-23,1
OBrien1951,"O'Brien, Kerry",male,1951-07-19,0
OBrien1972,"O'Brien, Llew",male,1972-06-25,1
OBrien1974,"O'Brien, Ted",male,1974-05-07,1
OByrne1912,"O'Byrne, Justin",male,1912-06-01,0
OByrne1968,"O'Byrne, Michelle",female,1968-03-06,1
OChee1965,"O'Chee, Bill",male,1965-06-19,0
OConnor1851,"O'Connor, Richard",male,1851-08-04,0
OConnor1910,"O'Connor, William",male,1910-09-21,1
OConnor1947,"O'Connor, Gavan",male,1947-12-02,1
OConnor1962,"O'Connor, Brendan",male,1962-03-02,1
ODowd1950,"O'Dowd, Ken",male,1950-06-30,1
ODwyer1977,"O'Dwyer, Kelly",female,1977-03-31,1
OFlaherty1886,"O'Flaherty, Sid",male,1886-07-02,0
Ogden1868,"Ogden, James",male,1868-03-08,0
OHalloran1893,"O'Halloran, Mick",male,1893-04-12,0
OKeefe1864,"O'Keefe, David",male,1864-08-21,1
OKeefe1912,"O'Keefe, Frank",male,1912-10-06,1
OKeefe1947,"O'Keefe, Neil",male,1947-05-07,1
Oldmeadow1924,"Oldmeadow, Max",male,1924-08-03,1
Olley1927,"Olley, Frank",male,1927-01-18,1
OLoghlin1852,"O'Loghlin, James",male,1852-11-25,0
Olsen1945,"Olsen, John",male,1945-06-07,0
OMalley1854,"O'Malley, King",male,1854-07-04,1
ONeil1937,"O'Neil, Lloyd",male,1937-06-24,1
ONeil1980,"O'Neil, Clare",female,1980-09-12,1
ONeill1961,"O'Neill, Deborah",female,1961-06-04,1
Opperman1904,"Opperman, Hubert",male,1904-05-29,1
Orchard1871,"Orchard, Richard",male,1871-10-14,1
Organ1956,"Organ, Michael",male,1956-09-22,1
Ormonde1901,"Ormonde, James",male,1901-03-23,0
Osborne1909,"Osborne, Frederick",male,1909-01-20,1
OSullivan1900,"O'Sullivan, Neil",male,1900-08-02,0
OSullivan1957,"O'Sullivan, Barry",male,1957-03-24,0
OSullivan1986,"O'Sullivan, Matt",male,NA,0
OToole1956,"O'Toole, Cathy",female,1956-08-30,1
Owens1958,"Owens, Julie",female,1958-10-17,1
Ozanne1877,"Ozanne, Alfred",male,NA,1
Page1861,"Page, Jim",male,NA,1
Page1880,"Page, Earle",male,1880-08-08,1
Palmer1859,"Palmer, Albert",male,NA,1
Palmer1954,"Palmer, Clive",male,1954-03-26,1
Paltridge1910,"Paltridge, Shane",male,1910-01-11,0
Panizza1931,"Panizza, John",male,1931-03-24,0
Parer1936,"Parer, Warwick",male,1936-04-06,0
Parke1966,"Parke, Melissa",female,1966-08-11,1
Parkhill1879,"Parkhill, Archdale",male,1879-08-27,1
Parry1960,"Parry, Stephen",male,1960-10-31,0
Parsons1881,"Parsons, Walter",male,1881-08-16,1
Pasin1977,"Pasin, Tony",male,1977-10-01,1
Paterson1844,"Paterson, Alexander",male,1844-01-24,1
Paterson1882,"Paterson, Thomas",male,1882-11-20,1
Paterson1987,"Paterson, James",male,1987-11-21,0
Patrick1967,"Patrick, Rex",male,1967-05-08,0
Patten1859,"Patten, Robert",male,1859-01-18,1
Patterson1927,"Patterson, Rex",male,1927-01-08,1
Patterson1944,"Patterson, Kay",female,1944-11-21,0
Payne1866,"Payne, Herbert",male,1866-08-17,0
Payne1964,"Payne, Marise",female,1964-07-29,0
Payne1982,"Payne, Alicia",female,1982-07-24,1
Peacock1939,"Peacock, Andrew",male,1939-02-13,1
Pearce1870,"Pearce, Gerorge Foster",male,1870-01-14,0
Pearce1917,"Pearce, George",male,1917-09-17,1
Pearce1963,"Pearce, Chris",male,1963-03-01,1
Pearce1967,"Pearce, Gavin",male,1967-12-21,1
Pearsall1920,"Pearsall, Thomas",male,1920-04-11,1
Pearson1905,"Pearson, Rex",male,1905-01-13,0
Peris1971,"Peris, Nova",female,1971-02-25,0
Perkins1878,"Perkins, John",male,1878-05-18,1
Perrett1966,"Perrett, Graham",male,1966-01-05,1
Peters1897,"Peters, Ted",male,1897-06-12,1
Pettitt1910,"Pettitt, John",male,1910-09-25,1
Phelps1957,"Phelps, Kerryn",female,1957-12-14,1
Phillips1855,"Phillips, Pharez",male,1855-11-22,1
Phillips1970,"Phillips, Fiona",female,NA,1
Piesse1848,"Piesse, Frederick",male,1848-12-10,1
Piesse1900,"Piesse, Edmund",male,1900-01-05,0
Pigott1866,"Pigott, Henry",male,1866-10-02,1
Pitt1969,"Pitt, Keith",male,1969-08-31,1
Pittard1902,"Pittard, Alan",male,1902-11-15,1
Plain1868,"Plain, William",male,1868-03-11,0
Playford1837,"Playford, Thomas",male,1837-11-26,0
Plibersek1969,"Plibersek, Tanya",female,1969-12-02,1
Poke1906,"Poke, Bob",male,1906-02-16,0
Pollard1894,"Pollard, Reg",male,1894-10-31,1
Polley1957,"Polley, Helen",female,1957-02-09,0
Porter1950,"Porter, James",male,1950-02-19,1
Porter1970,"Porter, Christian",male,1970-07-11,1
Poulter1913,"Poulter, Max",male,1913-01-22,0
Powell1942,"Powell, Janet",female,1942-09-29,0
Power1883,"Power, Jack",male,1883-12-15,0
Poynton1853,"Poynton, Alexander",male,1853-08-08,1
Poyser1915,"Poyser, George",male,1915-02-13,0
Pratt1948,"Pratt, Mike",male,1948-02-10,1
Pratt1972,"Pratt, Louise",female,1972-04-18,0
Pratten1865,"Pratten, Herbert",male,1865-05-07,1
Pratten1899,"Pratten, Frederick",male,1899-12-03,1
Prentice1953,"Prentice, Jane",female,1953-06-22,1
Price1882,"Price, John",male,1882-02-14,1
Price1892,"Price, Grenfell",male,1892-01-28,1
Price1945,"Price, Roger",male,1945-11-26,1
Price1963,"Price, Melissa",female,1963-12-12,1
Primmer1924,"Primmer, Cyril",male,1924-04-19,0
Prosser1948,"Prosser, Geoff",male,1948-11-06,1
Prowse1871,"Prowse, John",male,1871-06-16,1
Prowse1905,"Prowse, Edgar",male,1905-03-22,0
Pulsford1844,"Pulsford, Edward",male,1844-09-29,0
Punch1957,"Punch, Gary",male,1957-08-21,1
Puplick1948,"Puplick, Christopher",male,1948-05-13,0
Pyne1967,"Pyne, Christopher",male,1967-08-13,1
Quick1852,"Quick, John",male,1852-04-14,1
Quick1941,"Quick, Harry",male,1941-06-28,1
Quirke1950,"Quirke, John",male,1950-09-09,0
Rae1860,"Rae, Arthur",male,1860-03-14,0
Rae1932,"Rae, Peter",male,1932-09-24,0
Raguse1960,"Raguse, Brett",male,1960-03-24,1
Ramsey1956,"Ramsey, Rowan",male,1956-08-04,1
Randall1953,"Randall, Don",male,1953-05-02,1
Rankin1887,"Rankin, George",male,1887-05-01,1
Rankin1908,"Rankin, Annabelle",female,1908-07-28,0
Ray1947,"Ray, Robert",male,1947-04-08,0
Rea1963,"Rea, Kerry",female,1963-04-16,1
Ready1878,"Ready, Rudolph",male,1878-12-15,0
Reeves1952,"Reeves, John",male,1952-01-02,1
Reid1842,"Reid, Robert",male,1842-10-17,0
Reid1845,"Reid, George",male,1845-02-25,1
Reid1856,"Reid, Matthew",male,1856-09-30,0
Reid1886,"Reid, Albert",male,1886-07-25,0
Reid1916,"Reid, Len",male,1916-09-21,1
Reid1933,"Reid, David",male,1933-05-10,0
ReidMargaret1935,"Reid, Margaret",female,1935-05-28,0
ReidNicholas1935,"Reid, Bruce",male,1935-07-30,1
Reith1950,"Reith, Peter",male,1950-07-15,1
Rennick1970,"Rennick, Gerard",male,1970-11-05,0
Reynolds1923,"Reynolds, Len",male,1923-11-19,1
Reynolds1941,"Reynolds, Margaret",female,1941-07-19,0
Reynolds1965,"Reynolds, Linda",female,1965-05-16,0
Rhiannon1951,"Rhiannon, Lee",female,1951-05-30,0
Rice1960,"Rice, Janet",female,1960-11-18,0
Richardson1939,"Richardson, Peter",male,1939-01-23,1
Richardson1949,"Richardson, Graham",male,1949-09-27,0
Richardson1958,"Richardson, Kym",male,1958-03-16,1
Ridgeway1962,"Ridgeway, Aden",male,1962-09-18,0
Ridley1909,"Ridley, Clem",male,1909-03-13,0
Riggall1941,"Riggall, John",male,1941-05-10,1
Riley1859,"Riley, Edward",male,NA,1
Riley1892,"Riley, Edward Charles",male,1892-08-09,1
Riordan1886,"Riordan, Darby",male,1886-07-23,1
Riordan1908,"Riordan, Bill",male,1908-02-08,1
Riordan1930,"Riordan, Joe",male,1930-02-27,1
Ripoll1966,"Ripoll, Bernie",male,1966-01-06,1
Rishworth1978,"Rishworth, Amanda",female,1978-07-10,1
Robb1951,"Robb, Andrew",male,1951-08-20,1
Robert1970,"Robert, Stuart",male,1970-12-11,1
Roberton1900,"Roberton, Hugh",male,1900-12-18,1
Roberts1869,"Roberts, Ernest",male,1869-02-21,1
Roberts1955,"Roberts, Malcolm",male,1955-05-03,0
Robertson1882,"Robertson, Agnes",female,1882-07-31,0
Robertson1929,"Robertson, Ted",male,1929-03-18,0
Robinson1872,"Robinson, Arthur",male,1872-04-23,1
Robinson1877,"Robinson, Albert",male,1877-05-20,0
Robinson1907,"Robinson, Bill",male,1907-10-04,0
Robinson1927,"Robinson, Ian",male,1925-03-27,1
Robinson1929,"Robinson, Eric",male,1929-01-18,1
Rocher1936,"Rocher, Allan",male,1936-02-16,1
Rodgers1875,"Rodgers, Arthur",male,1875-03-20,1
Ronald1861,"Ronald, James",male,1861-08-27,1
Ronaldson1954,"Ronaldson, Michael",male,1954-02-13,1
Rosevear1892,"Rosevear, Sol",male,1892-04-04,1
Rowe1872,"Rowe, Albert",male,NA,1
Rowell1851,"Rowell, James",male,1851-01-20,0
Rowland1971,"Rowland, Michelle",female,1971-11-16,1
Roxon1967,"Roxon, Nicola",female,1967-04-01,1
Roy1990,"Roy, Wyatt",male,1990-05-22,1
Rudd1957,"Rudd, Kevin",male,1957-09-21,1
Ruddock1943,"Ruddock, Philip",male,1943-03-12,1
Russell1842,"Russell, William",male,1842-10-20,0
Russell1878,"Russell, Edward",male,1878-08-10,0
Russell1890,"Russell, Edgar",male,1890-10-24,1
Russell1907,"Russell, Charles",male,1907-04-24,1
Ruston1963,"Ruston, Anne",female,1963-06-10,0
Ryan1876,"Ryan, TJ",male,1876-07-01,1
Ryan1884,"Ryan, Rupert",male,1884-05-06,1
Ryan1890,"Ryan, John",male,1890-12-02,0
Ryan1942,"Ryan, Susan",female,1942-10-10,0
Ryan1961,"Ryan, Joanne",female,1961-07-29,1
Ryan1973,"Ryan, Scott",male,1973-05-12,0
Ryrie1865,"Ryrie, Granville",male,1865-07-01,1
Saffin1954,"Saffin, Janelle",female,1954-11-01,1
Sainsbury1940,"Sainsbury, Murray",male,1940-09-14,1
Salmon1861,"Salmon, Carty",male,1861-07-29,1
Sampson1863,"Sampson, Sydney",male,NA,1
Sampson1882,"Sampson, Burford",male,1882-03-30,0
Sanders1932,"Sanders, Norman",male,1932-10-15,0
Sandford1895,"Sandford, Charles",male,1895-09-11,0
Santoro1956,"Santoro, Santo",male,1956-04-27,0
Sargood1834,"Sargood, Frederick",male,1834-05-30,0
Saunders1855,"Saunders, Henry",male,1855-02-16,0
Saunderson1948,"Saunderson, John",male,1948-05-31,1
Sawers1844,"Sawers, William",male,NA,1
Sawford1944,"Sawford, Rod",male,1944-06-26,1
Sayers1845,"Sayers, Robert",male,1845-01-27,0
Scarr1969,"Scarr, Paul",male,1969-08-20,0
Schacht1946,"Schacht, Christopher",male,1946-12-06,0
Scholes1931,"Scholes, Gordon",male,1931-06-07,1
Scholfield1894,"Scholfield, Thomas",male,1894-05-09,1
Schultz1939,"Schultz, Alby",male,1939-05-29,1
Sciacca1947,"Sciacca, Con",male,1947-06-13,1
Scott1910,"Scott, Malcolm",male,1910-05-11,0
Scott1920,"Scott, Douglas",male,1920-05-12,0
Scott1934,"Scott, John",male,1934-03-31,1
Scott1943,"Scott, Bruce",male,1943-10-20,1
Scott1947,"Scott, Les",male,1947-10-18,1
Scott1977,"Scott, Fiona",female,1977-03-01,1
Scullin1876,"Scullin, Jim",male,1876-09-18,1
Scullion1956,"Scullion, Nigel",male,1956-05-04,0
Scully1890,"Scully, William",male,1890-02-01,1
Seabrook1867,"Seabrook, Alfred",male,1867-04-05,1
Secker1956,"Secker, Patrick",male,1956-06-06,1
Senior1850,"Senior, William",male,1850-02-09,0
Sercombe1949,"Sercombe, Bob",male,1949-04-03,1
Seselja1977,"Seselja, Zed",male,1977-03-27,0
Seward1884,"Seward, Harrie",male,1884-02-26,0
Sexton1905,"Sexton, Joe",male,1905-11-24,1
Shack1953,"Shack, Peter",male,1953-06-20,1
Shannon1862,"Shannon, John",male,1862-04-28,0
Sharkie1972,"Sharkie, Rebekha",female,1972-08-24,1
Sharma1975,"Sharma, Dave",male,1975-12-21,1
Sharp1954,"Sharp, John",male,1954-12-15,1
Sharpe1868,"Sharpe, James",male,NA,1
Shaw1913,"Shaw, George",male,1913-07-28,1
Sheehan1885,"Sheehan, Jim",male,1885-07-24,0
Sheehan1891,"Sheehan, Tom",male,1891-04-14,1
Sheehy1899,"Sheehy, Tom",male,1899-05-19,1
Sheil1929,"Sheil, Glen",male,1929-10-21,0
Sheldon1961,"Sheldon, Tony",male,1961-08-26,0
Sherrington1902,"Sherrington, Bob",male,1902-01-21,0
Sherry1924,"Sherry, Ray",male,1924-10-03,1
Sherry1955,"Sherry, Nick",male,1955-11-19,0
Shipton1936,"Shipton, Roger",male,1936-08-05,1
Short1936,"Short, Jim",male,1936-12-07,1
Short1956,"Short, Leonie",female,1956-01-01,1
Shorten1967,"Shorten, Bill",male,1967-05-12,1
Sibraa1937,"Sibraa, Kerry",male,1937-10-12,0
Siddons1927,"Siddons, John",male,1927-10-05,0
Sidebottom1951,"Sidebottom, Sid",male,1951-04-23,1
Siewert1961,"Siewert, Rachel",female,1961-11-04,0
