uniqueID,partyAbbrev,partyName,partyFrom,partyTo,partyChangedName,partySimplifiedName,partySpecificDateInputted,partyComments
Lyons1897,LIB,Liberal Party of Australia,1944-01-01,NA,NA,Liberal Party of Australia,NA,NA
Lyons1897,UAP,United Australia Party,NA,1944-01-01,NA,United Australia Party,NA,NA
Lyons1953,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
MacDonald1880,ALP,Australian Labor Party,NA,1928-11-16,NA,Labor,NA,NA
MacDonald1880,FLP,Federal Labor Party,1932-07-01,NA,NA,Federal Labor Party,NA,NA
MacDonald1892,LIB,Liberal Party of Australia,1944-01-01,NA,NA,Liberal Party of Australia,1,NA
MacDonald1892,UAP,United Australia Party,NA,1944-01-01,NA,United Australia Party,1,NA
Macdonald1945,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Macdonald1954,NP,The Nationals,2003-10-11,NA,NA,Nationals,NA,NA
Macdonald1954,NPA,National Party of Australia,NA,2003-10-11,NA,Nationals,NA,NA
MacdonaldPaterson1844,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Macfarlane1844,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Macfarlane1955,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
MacGibbon1934,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Mack1933,IND,Independent,NA,NA,NA,Independent,NA,NA
Mackay1872,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,NA,NA
Mackay1872,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,NA,NA
Mackay1919,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Mackay1960,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Mackellar1844,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
MacKellar1938,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
MacKenzie1941,NCP,National Country Party,NA,1982-10-17,1,Nationals,NA,NA
MacKenzie1941,NPA,National Party of Australia,1982-10-17,NA,NA,Nationals,NA,NA
Mackinnon1903,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Macklin1943,AD,Australian Democrats,NA,NA,NA,Australian Democrats,NA,NA
Macklin1953,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Macphee1938,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
MacTiernan1953,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Madigan1966,DLP,Democratic Labor Party,NA,2014-09-01,NA,Democratic Labor Party,1,NA
Madigan1966,IND,Independent,2014-09-01,NA,NA,Independent,1,NA
Maguire1945,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Maher1891,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Maher1936,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Mahon1857,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Mahoney1892,ALP,Australian Labor Party,1936-01-01,NA,NA,Labor,NA,NA
Mahoney1892,FLP,Federal Labor Party,NA,1936-01-01,NA,Federal Labor Party,NA,NA
Mahony1877,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Maisey1915,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Makin1889,ALP,Australian Labor Party,NA,1931-01-01,NA,Labor,NA,NA
Makin1889,ALP,Australian Labor Party,1936-01-01,NA,NA,Labor,NA,NA
Makin1889,FLP,Federal Labor Party,1931-01-01,1936-01-01,NA,Federal Labor Party,NA,NA
Maloney1854,ALP,Australian Labor Party,NA,1931-01-01,NA,Labor,NA,NA
Maloney1854,ALP,Australian Labor Party,1936-01-01,NA,NA,Labor,NA,NA
Maloney1854,FLP,Federal Labor Party,1931-01-01,1936-01-01,NA,Federal Labor Party,NA,NA
Manifold1867,LIB,Liberal Party of Australia,1913-05-31,1917-02-17,NA,Liberal Party of Australia,NA,NA
Manifold1867,NAT,Nationalist Party,1917-02-17,NA,NA,Nationalist Party,NA,NA
Manifold1867,PROT,Protectionist Party,NA,1903-12-23,NA,Protectionist Party,NA,NA
Mann1874,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Manning1872,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Marek1964,NPA,National Party of Australia,NA,NA,NA,Nationals,NA,NA
Margetts1955,GWA,The Greens (WA) Inc,NA,NA,NA,The Greens (WA) Inc,NA,NA
Marino1954,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Marks1875,IND NAT,Independent National(ist),1929-01-01,NA,NA,Independent National(ist),NA,NA
Marks1875,NAT,Nationalist Party,NA,1929-01-01,NA,Nationalist Party,NA,NA
Markus1958,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Marles1967,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Marr1880,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,NA,NA
Marr1880,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,NA,NA
Marriott1913,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Marshall1960,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Martens1874,ALP,Australian Labor Party,NA,1931-01-01,NA,Labor,NA,NA
Martens1874,ALP,Australian Labor Party,1936-01-01,NA,NA,Labor,NA,NA
Martens1874,FLP,Federal Labor Party,1931-01-01,1936-01-01,NA,Federal Labor Party,NA,NA
Martin1920,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Martin1948,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Martin1960,IND,Independent,2018-02-08,2018-05-01,NA,Independent,1,NA
Martin1960,JLN,Jacki Lambie Network,NA,2018-02-08,NA,Jacki Lambie Network,NA,NA
Martin1960,NP,The Nationals,2018-05-01,NA,NA,Nationals,1,NA
Martin1977,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Martyr1932,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Marwick1895,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Mason1926,AD,Australian Democrats,NA,NA,NA,Australian Democrats,NA,NA
Mason1962,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
MassyGreene1874,LIB,Liberal Party of Australia,NA,1917-02-17,NA,Liberals,NA,NA
MassyGreene1874,NAT,Nationalist Party,1917-02-17,NA,NA,Nationalist Party,NA,NA
Matheson1861,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Matheson1958,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Mathews1865,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Mathews1935,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Mattner1893,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Mauger1857,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
Maughan1863,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Maunsell1922,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
Maunsell1922,NCP,National Country Party,1975-05-03,NA,NA,Nationals,NA,NA
Maxwell1859,IND NAT,Independent National(ist),1929-01-01,1931-01-01,NA,Independent National(ist),NA,NA
Maxwell1859,NAT,Nationalist Party,NA,1929-01-01,NA,Nationalist Party,NA,NA
Maxwell1859,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,NA,NA
May1950,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Mayer1932,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McAllister1973,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McArthur1937,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
McAuliffe1918,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McBain1982,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McBride1892,LCL,Liberal Country League,1951-01-01,1954-01-01,NA,Liberal Country League,NA,NA
McBride1892,LIB,Liberal Party of Australia,1946-09-28,1951-01-01,NA,Liberal Party of Australia,NA,NA
McBride1892,LIB,Liberal Party of Australia,1954-01-01,NA,NA,Liberal Party of Australia,NA,NA
McBride1892,UAP,United Australia Party,NA,1944-06-20,NA,United Australia Party,NA,NA
McBride1975,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McCall1908,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
McCallum1892,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
McCarthy1970,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McCay1864,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
McClelland1875,AUST CP,Australian Country Party,1934-01-01,NA,NA,Australian Country Party,NA,NA
McClelland1875,CP,Australian Country Party,NA,1934-01-01,NA,Nationals,NA,NA
McClelland1915,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McClelland1926,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McClelland1958,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McColl1844,ANTI-SOC,Anti-Socialist Party,1906-11-05,1913-01-01,NA,Anti-Socialist Party,1,NA
McColl1844,LIB,Liberal Party of Australia,1913-01-01,NA,NA,Liberal Party of Australia,1,NA
McColl1844,PROT,Protectionist Party,NA,1906-11-05,NA,Protectionist Party,NA,NA
McColm1914,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
McCormack1964,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
McDonald,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
McDonald1861,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McDonald1872,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McDonald1888,LIB,Liberal Party of Australia,1944-01-01,NA,NA,Liberal Party of Australia,NA,NA
McDonald1888,UAP,United Australia Party,NA,1944-01-01,NA,United Australia Party,NA,NA
McDougall1857,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McDougall1867,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McDougall1946,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
McEacharn1852,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
McEwen1900,CP,Australian Country Party,NA,1940-01-01,NA,Nationals,NA,NA
McEwen1900,CP,Australian Country Party,1943-01-01,NA,NA,Nationals,NA,NA
McEwen1900,LCL,Liberal Country League,1940-01-01,1943-01-01,NA,Liberal Country League,NA,NA
McEwen1954,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McFarlane1944,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McGauran1955,NP,The Nationals,2003-10-11,NA,NA,Nationals,NA,NA
McGauran1955,NPA,National Party of Australia,NA,2003-10-11,NA,Nationals,NA,NA
McGauran1957,LIB,Liberal Party of Australia,2006-02-01,NA,NA,Liberal Party of Australia,1,NA
McGauran1957,NP,The Nationals,2003-10-11,2006-02-01,NA,Nationals,1,NA
McGauran1957,NPA,National Party of Australia,NA,2003-10-11,NA,Nationals,NA,NA
McGowan1953,IND,Independent,NA,NA,NA,Independent,NA,NA
McGrath1872,ALP,Australian Labor Party,NA,1931-01-01,NA,Labor,NA,NA
McGrath1872,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,NA,NA
McGrath1974,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
McGregor1848,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McGuren1909,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McHugh1887,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McHugh1892,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McHugh1934,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McIntosh1925,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McIntosh1977,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
McIvor1900,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McKellar1903,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
McKenna1895,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McKenzie1933,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McKenzie1969,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
McKew1953,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McKiernan1944,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McKim1965,GRN,Australian Greens,NA,NA,NA,Australian Greens,NA,NA
McKissock1872,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McLachlan1870,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
McLachlan1872,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,1,NA
McLachlan1872,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,1,NA
McLachlan1936,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
McLachlan1966,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
McLaren1921,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McLean1840,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
McLean1863,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
McLean1937,AD,Australian Democrats,NA,NA,NA,Australian Democrats,NA,NA
McLean1944,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
McLeay1892,LIB,Liberal Party of Australia,1944-01-01,NA,NA,Liberal Party of Australia,1,NA
McLeay1892,UAP,United Australia Party,NA,1944-01-01,NA,United Australia Party,1,NA
McLeay1893,LCL,Liberal Country League,1951-01-01,1954-01-01,NA,Liberal Country League,NA,NA
McLeay1893,LIB,Liberal Party of Australia,NA,1951-01-01,NA,Liberals,NA,NA
McLeay1893,LIB,Liberal Party of Australia,1954-01-01,NA,NA,Liberal Party of Australia,NA,NA
McLeay1922,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
McLeay1945,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McLeod1892,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McLucas1958,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McMahon1908,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
McMahon1930,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McMahon1967,CLP,Country Liberal Party (Northern Territory),NA,NA,NA,Country Liberal Party (Northern Territory),NA,NA
McManus1905,ALP (A-C),Australian Labor Party (Anti-Communist),NA,1957-01-01,NA,Australian Labor Party (Anti-Communist),1,NA
McManus1905,DLP,Democratic Labor Party,1957-01-01,NA,NA,Democratic Labor Party,1,NA
McMillan1850,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
McMullan1947,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McMullin1900,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
McNamara1964,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
McNeill1868,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McNeill1921,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
McNicoll1877,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
McTiernan1892,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
McVeigh1930,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
McVeigh1930,NCP,National Country Party,1975-05-03,1982-10-17,1,Nationals,NA,NA
McVeigh1930,NPA,National Party of Australia,1982-10-17,NA,NA,Nationals,NA,NA
McVeigh1965,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
McWilliams1856,ANTI-SOC,Anti-Socialist Party,1906-01-01,1910-01-01,NA,Anti-Socialist Party,NA,Name change
McWilliams1856,CP,Australian Country Party,1920-01-01,1922-12-16,NA,Nationals,NA,NA
McWilliams1856,IND,Independent,1928-11-17,NA,NA,Independent,NA,NA
McWilliams1856,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,NA,Liberal Party of Australia,NA,NA
McWilliams1856,NAT,Nationalist Party,1917-02-17,1920-01-01,NA,Nationalist Party,NA,NA
McWilliams1856,REV TAR,Revenue Tariff,NA,1906-01-01,NA,Revenue Tariff,NA,NA
Melham1954,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Melzer1926,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Menzies1894,LIB,Liberal Party of Australia,1944-01-01,NA,NA,Liberal Party of Australia,NA,NA
Menzies1894,UAP,United Australia Party,NA,1944-01-01,NA,United Australia Party,NA,NA
Messner1939,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Mildren1932,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Miles1947,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Millar1925,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
Millar1925,NCP,National Country Party,1975-05-03,1982-10-17,1,Nationals,NA,NA
Millar1925,NPA,National Party of Australia,1982-10-17,NA,NA,Nationals,NA,NA
Millen1860,ANTI-SOC,Anti-Socialist Party,1906-01-01,1913-01-01,NA,Anti-Socialist Party,1,NA
Millen1860,FT,Free Trade,NA,1906-01-01,NA,Free Trade,1,NA
Millen1860,LIB,Liberal Party of Australia,1913-01-01,1917-01-01,NA,Liberal Party of Australia,1,NA
Millen1860,NAT,Nationalist Party,1917-01-01,NA,NA,Nationalist Party,1,NA
Millen1877,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,1,NA
Millen1877,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,1,NA
Milliner1911,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Milne1953,GRN,Australian Greens,NA,NA,NA,Australian Greens,NA,NA
Milton1928,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Minchin1953,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Minogue1893,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Mirabella1968,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Missen1925,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
MitchellBrian1967,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
MitchellRobert1967,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Molan1950,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Moloney1876,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Monaghan1921,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Mooney1880,LANG LAB,Lang Labor Party,NA,NA,NA,Lang Labor Party,NA,NA
Moore1936,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Moore1956,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Morgan1881,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Morgan1897,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Morris1903,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Morris1932,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Morris1936,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Morris1940,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Morrison1928,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Morrison1968,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Morrow1888,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Mortimer1912,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Morton1981,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Mossfield1935,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Mountford1933,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Mountjoy1906,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Moylan1944,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Muir1980,AMEP,Australian Motoring Enthusiast Party,NA,NA,NA,Australian Motoring Enthusiast Party,NA,NA
Mulcahy1850,NAT,Nationalist Party,1919-01-15,NA,NA,Nationalist Party,NA,NA
Mulcahy1850,PROT,Protectionist Party,NA,1910-05-10,NA,Protectionist Party,NA,NA
Mulcahy1882,ALP,Australian Labor Party,1936-01-01,1940-01-01,NA,Labor,NA,NA
Mulcahy1882,ALP,Australian Labor Party,1943-01-01,NA,NA,Labor,NA,NA
Mulcahy1882,ALP (N-C),Australian Labor Party (Non-Communist),1940-01-01,1941-02-01,NA,Australian Labor Party (Non-Communist),NA,NA
Mulcahy1882,LANG LAB,Lang Labor Party,NA,1936-01-01,NA,Lang Labor Party,NA,NA
Mulder1928,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Mulino1969,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Mullan1871,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Mullens1896,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Mulvihill1919,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Munro1930,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Murphy1922,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Murphy1950,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Murphy1952,ALP,Australian Labor Party,NA,2001-01-01,NA,Labor,1,NA
Murphy1952,IND,Independent,2001-01-01,NA,NA,Independent,1,NA
Murphy1973,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Murray1906,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Murray1915,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Murray1947,AD,Australian Democrats,NA,NA,NA,Australian Democrats,NA,NA
Mutch1956,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Nairn1879,NAT,Nationalist Party,NA,1931-01-01,NA,Nationalist Party,NA,NA
Nairn1879,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,NA,NA
Nairn1951,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Nash1890,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Nash1965,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
Neal1947,NCP,National Country Party,NA,NA,NA,Nationals,NA,NA
Neal1963,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Needham1872,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Negus1912,IND,Independent,NA,NA,NA,Independent,NA,NA
Nehl1934,NPA,National Party of Australia,NA,NA,NA,Nationals,NA,NA
Neil1944,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Neild1846,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Nelson1881,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Nelson1908,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Nelson1958,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Nettle1973,GRN,Australian Greens,NA,NA,NA,Australian Greens,NA,NA
Neumann1961,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Neville1940,NP,The Nationals,2003-10-11,NA,NA,Nationals,NA,NA
Neville1940,NPA,National Party of Australia,NA,2003-10-11,NA,Nationals,NA,NA
Newell1952,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Newlands1864,ALP,Australian Labor Party,NA,1917-01-01,NA,Labor,1,NA
Newlands1864,NAT,Nationalist Party,1917-01-01,NA,NA,Nationalist Party,1,NA
Newman1933,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Newman1937,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Nicholls1885,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Nicholls1894,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Nicholls1917,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Nikolic1961,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Nixon1928,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
Nixon1928,NCP,National Country Party,1975-05-03,1982-10-17,1,Nationals,NA,NA
Nixon1928,NPA,National Party of Australia,1982-10-17,NA,NA,Nationals,NA,NA
Nock1879,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Nott1888,IND,Independent,1949-12-10,NA,NA,Independent,NA,NA
Nott1888,NAT,Nationalist Party,NA,1928-12-17,NA,Nationalist Party,NA,NA
Nugent1938,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Oakes1861,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Oakeshott1969,IND,Independent,NA,NA,NA,Independent,NA,NA
OBrien1926,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
OBrien1951,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
OBrien1972,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
OBrien1974,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
OByrne1912,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
OByrne1968,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
OChee1965,NPA,National Party of Australia,NA,NA,NA,Nationals,NA,NA
OConnor1851,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
OConnor1910,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
OConnor1947,ALP,Australian Labor Party,NA,2007-10-01,NA,Labor,NA,NA
OConnor1947,IND,Independent,2007-10-01,NA,NA,Independent,NA,NA
OConnor1962,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
ODowd1950,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
ODwyer1977,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
OFlaherty1886,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Ogden1868,ALP,Australian Labor Party,NA,1926-01-01,NA,Labor,1,NA
Ogden1868,IND,Independent,1926-01-01,1928-01-01,NA,Independent,1,NA
Ogden1868,NAT,Nationalist Party,1928-01-01,NA,NA,Nationalist Party,1,NA
OHalloran1893,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
OKeefe1864,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
OKeefe1912,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
OKeefe1912,NCP,National Country Party,1975-05-03,1982-10-17,1,Nationals,NA,NA
OKeefe1912,NPA,National Party of Australia,1982-10-17,NA,NA,Nationals,NA,NA
OKeefe1947,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Oldmeadow1924,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Olley1927,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
OLoghlin1852,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Olsen1945,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
OMalley1854,ALP,Australian Labor Party,1903-12-16,NA,NA,Labor,NA,NA
OMalley1854,PROT,Protectionist Party,NA,1903-12-16,NA,Protectionist Party,NA,NA
ONeil1937,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
ONeil1980,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
